,Unnamed: 0,#,Transaction Date,Owner,Ticker,Asset Name,Type,Amount,Comment,Senator Name,Transaction Type,Comments
1907,,16,09/30/2018,Self,--,iCapital Millennium USA Hedge Focus,,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),
1908,,17,01/31/2018,Self,--,ICM Opportunity Fund I,,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,
1909,,18,06/30/2018,Self,--,ICM Opportunity Fund I,,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),
1910,,19,06/22/2018,Self,--,Jackson Plaza Shopping Center,,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,
1911,,20,06/30/2018,Self,--,HG Vora Special Opportunities Fund LP,,"$250,001 - $500,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Partial),
1912,,21,09/30/2018,Self,--,HG Vora Special Opportunities Fund LP,,"$250,001 - $500,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Partial),
1913,,22,12/31/2018,Self,--,HG Vora Special Opportunities Fund LP,,"$250,001 - $500,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Partial),
1914,,23,01/01/2018,Self,--,Altegris Multi-Strategy,,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),
1915,,24,06/30/2018,Self,--,Doubleline Opportunistic Income LP,,"$1,000,001 - $5,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),
1916,,1,04/10/2018,Self,CBS,CBS Corporation,Sale (Full),"$1,001 - $15,000",--,The Honorable Thomas Udall (Former Senator),,
1917,,2,12/18/2018,Joint,GE,General Electric Company,Sale (Full),"$15,001 - $50,000",--,The Honorable Thomas Udall (Former Senator),,
1918,,1,11/06/2018,Joint,--,Mewbourne Energy Partners 09-A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1919,,2,11/06/2018,Joint,--,Mewbourne Energy Partners 10-A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1920,,3,11/06/2018,Joint,--,Mewbourne Energy Partners 11-A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1921,,4,11/06/2018,Joint,--,Mewbourne Energy Partners 12-A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1922,,5,11/06/2018,Joint,--,Mewbourne Energy Partners 13-A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1923,,6,02/28/2018,Joint,EWEAX,Wells Fargo Intrinsic World Equity Fund - Class A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Partial),
1924,,7,04/17/2018,Joint,EWEAX,Wells Fargo Intrinsic World Equity Fund - Class A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Partial),
1925,,8,12/21/2018,Joint,NEWFX,American Funds New World Fund Class A,,"$15,001 - $50,000",,The Honorable Thomas Udall (Former Senator),Purchase,
1926,,9,04/06/2018,Spouse,DWGAX,American Funds Developing World Growth and Income,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Partial),
1927,,10,04/06/2018,Spouse,ANWPX,American Funds New Perspective Fund Class A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Partial),
1928,,11,03/16/2018,Self,VINIX,Vanguard Institutional Index Fund Institutional Sh,,"$250,001 - $500,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1929,,12,03/16/2018,Self,VIIIX,Vanguard Institutional Index Fund Institutional Pl,,"$250,001 - $500,000",,The Honorable Thomas Udall (Former Senator),Purchase,
1930,,13,08/20/2018,Self,VIIIX,Vanguard Institutional Index Fund Institutional Pl,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Sale (Partial),
1931,,14,08/24/2018,Self,--,KSRAX,,"$15,001 - $50,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1932,,15,08/24/2018,Self,KIRAX,Salient Global Real Estate Fund Class A,,"$15,001 - $50,000",,The Honorable Thomas Udall (Former Senator),Purchase,
1933,,16,09/21/2018,Self,KIRAX,Salient Global Real Estate Fund Class A,,"$15,001 - $50,000",,The Honorable Thomas Udall (Former Senator),Sale (Full),
1934,,17,09/21/2018,Spouse,AEPGX,American Funds EuroPacific Growth Fund Class A,,"$1,001 - $15,000",,The Honorable Thomas Udall (Former Senator),Purchase,
1935,,1,03/07/2018,Spouse,--,SANTA MONICA-MALIBU UNI SCH DIST CALIF  Rate/Coupon: 4.0% Matures: 07/01/19,Sale (Full),"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1936,,2,03/07/2018,Spouse,--,BAKERSFIELD CA WASTEWATER REV SER A  Rate/Coupon: 5.0% Matures: 09/15/18,Sale (Full),"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1937,,3,03/07/2018,Spouse,--,BAY AREA TOLL AUTH CALIF  Rate/Coupon: 4.0% Matures: 04/01/18,Sale (Full),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1938,,4,03/07/2018,Spouse,--,SAN MATEO CNTY CALIF  Rate/Coupon: 4.0% Matures: 09/01/19,Sale (Full),"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1939,,5,03/16/2018,Spouse,--,BAKER HUGHES INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1940,,6,03/16/2018,Spouse,--,JPMORGAN CHASE & CO,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1941,,7,03/16/2018,Spouse,--,LIBERTY MEDIA CORP,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1942,,8,03/16/2018,Spouse,--,LENNAR CORP,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1943,,9,03/16/2018,Spouse,--,MORGAN STANLEY,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1944,,10,03/16/2018,Spouse,--,MEDTRONIC PLC SHS,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1945,,11,03/16/2018,Spouse,--,TWENTY-FIRST CENTURY,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1946,,12,03/16/2018,Spouse,--,NIELSEN HOLDINGS PLC SHS,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1947,,13,03/16/2018,Spouse,--,PRUDENTIAL FINANCIAL INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1948,,14,03/16/2018,Spouse,--,POLARIS INDUSTRIES,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1949,,15,03/16/2018,Spouse,--,SHIRE PLC-ADR,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1950,,16,03/16/2018,Spouse,--,SCHLUMBERGER LTD,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1951,,17,03/16/2018,Spouse,--,STARBUCKS CORP,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1952,,18,03/16/2018,Spouse,--,TEMPUR SEALY INTL INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1953,,19,03/16/2018,Spouse,UNP,Union Pacific Corporation,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1954,,20,03/16/2018,Spouse,--,UNITED TECHS CORP,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1955,,21,03/16/2018,Spouse,--,VISA INC CL A SHRS,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1956,,22,03/16/2018,Spouse,--,WORKDAY INC CL A,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1957,,23,03/16/2018,Spouse,--,AFFILIATED MANAGERS GRP,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1958,,24,03/16/2018,Spouse,--,AMAZON COM INC COM,Purchase,"$15,001 - $50,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1959,,25,03/16/2018,Spouse,--,ANHEUSER-BUSCH INBEV ADR,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1960,,26,03/16/2018,Spouse,AMT,American Tower Corporation (REIT),Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1961,,27,03/16/2018,Spouse,--,ALLERGAN PLC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1962,,28,03/16/2018,Spouse,--,ALPHABET INC SHS,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1963,,29,03/16/2018,Spouse,--,AMER EXPRESS COMPANY,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1964,,30,03/16/2018,Spouse,--,APPLE INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1965,,31,03/16/2018,Spouse,--,CHENIERE ENERGY,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1966,,32,03/16/2018,Spouse,--,CHEVRON CORP,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1967,,33,03/16/2018,Spouse,--,CARMAX INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1968,,34,03/16/2018,Spouse,C,Citigroup Inc.,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1969,,35,03/16/2018,Spouse,--,DANAHER CORP DEL,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1970,,36,03/16/2018,Spouse,--,DIAGEO PLC SPSD ADR,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1971,,37,03/16/2018,Spouse,--,EBAY INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1972,,38,03/16/2018,Spouse,--,FACTSET RESH SYS INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1973,,39,03/16/2018,Spouse,--,FIRST REP BK SAN FRNCISC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1974,,40,03/16/2018,Spouse,FB,"Facebook, Inc.",Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1975,,41,03/16/2018,Spouse,--,GOLDMAN SACHS GROUP INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1976,,42,03/16/2018,Self,--,GENERAL ELECTRIC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1977,,43,03/16/2018,Spouse,GILD,"Gilead Sciences, Inc.",Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1978,,44,03/16/2018,Spouse,--,IHS MARKIT LTD SHS,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1979,,45,04/03/2018,Spouse,--,CHEVRON,Sale (Full),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1980,,46,05/07/2018,Spouse,--,IHS MARKIT LTD,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1981,,47,05/16/2018,Spouse,--,SANTA ANA CALIF UNI SCH DIST  Rate/Coupon: 5.0% Matures: 08/01/2027,Purchase,"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1982,,48,05/25/2018,Spouse,--,WELLS FARGO & CO,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1983,,49,05/25/2018,Spouse,--,SHIRE PLC-ADR,Sale (Full),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1984,,50,06/01/2018,Spouse,--,BIOGEN INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1985,,51,06/01/2018,Spouse,--,IHS MARKIT LTD,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1986,,52,06/01/2018,Spouse,--,VISA INC CL A,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1987,,53,06/01/2018,Spouse,--,WALMART INC,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1988,,54,06/01/2018,Spouse,--,AUTOZONE INC NEVADA,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1989,,55,06/07/2018,Spouse,V,Visa Inc.,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1990,,56,06/08/2018,Spouse,SDXAY,Sodexo S.A.,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1991,,57,06/11/2018,Spouse,EBAY,eBay Inc.,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1992,,58,06/11/2018,Spouse,MDT,Medtronic plc,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1993,,59,06/15/2018,Spouse,AMG,"Affiliated Managers Group, Inc.",Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1994,,60,06/18/2018,Spouse,LEN,Lennar Corporation,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1995,,61,07/18/2018,Spouse,AMZN,"Amazon.com, Inc.",Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1996,,62,07/26/2018,Spouse,SBUX,Starbucks Corporation,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1997,,63,07/26/2018,Spouse,MSFT,Microsoft Corporation,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1998,,64,08/03/2018,Spouse,AMG,"Affiliated Managers Group, Inc.",Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
1999,,65,08/06/2018,Spouse,CAT,Caterpillar Inc.,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2000,,66,08/06/2018,Spouse,FRC,First Republic Bank,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2001,,67,08/09/2018,Spouse,AMZN,"Amazon.com, Inc.",Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2002,,68,08/28/2018,Spouse,ADI,"Analog Devices, Inc.",Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2003,,69,08/31/2018,Spouse,UTX,United Technologies Corporation,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2004,,70,09/17/2018,Spouse,CMCSA,Comcast Corporation,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2005,,71,09/18/2018,Spouse,--,CALIFORNIA ST REF  Rate/Coupon: 5.0% Matures: 08/01/2025,Purchase,"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2006,,72,09/18/2018,Spouse,AZO,"AutoZone, Inc.",Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2007,,73,09/21/2018,Spouse,FB,"Facebook, Inc.",Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2008,,74,09/24/2018,Spouse,GE,General Electric Company,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2009,,75,09/26/2018,Spouse,--,SOUTHERN CALIF PUB PWR AUTH  Rate/Coupon: 4.0% Matures: 07/01/2020,Sale (Full),"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2010,,76,10/04/2018,Spouse,UNH,UnitedHealth Group Incorporated,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2011,,77,10/05/2018,Spouse,SDXAY,Sodexo S.A.,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2012,,78,10/05/2018,Spouse,AAPL,Apple Inc.,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2013,,79,10/23/2018,Spouse,--,OAKLAND CALIF UNI SCH DIST ALAMEDA  Rate/Coupon: 4.0% Matures: 08/01/2025,Sale (Full),"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2014,,80,10/23/2018,Spouse,AAPL,Apple Inc.,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2015,,81,10/26/2018,Spouse,UNH,UnitedHealth Group Incorporated,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2016,,82,10/31/2018,Spouse,--,LOS ANGELES CALIF WASTEWATER SYS  Rate/Coupon: 5.0% Matures: 06/01/2025,Purchase,"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2017,,83,11/01/2018,Spouse,GE,General Electric Company,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2018,,84,11/07/2018,Spouse,ZBH,"Zimmer Biomet Holdings, Inc.",Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2019,,85,11/08/2018,Spouse,AMGN,Amgen Inc.,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2020,,86,11/08/2018,Spouse,--,SAN FRANCISCO CA CITY-CNTY PUB UTIL  Rate/Coupon: 5.0% Matures: 11/01/2027,Purchase,"$50,001 - $100,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2021,,87,11/09/2018,Spouse,BMY,Bristol-Myers Squibb Company,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2022,,88,11/09/2018,Spouse,C,Citigroup Inc.,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2023,,89,11/09/2018,Spouse,GS,"The Goldman Sachs Group, Inc.",Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2024,,90,11/12/2018,Spouse,DANOY,Danone SA,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2025,,91,11/14/2018,Spouse,BUD,Anheuser-Busch InBev SA/NV,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2026,,92,11/21/2018,Spouse,AVGO,Broadcom Inc.,Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2027,,93,11/21/2018,Spouse,EBAY,eBay Inc.,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2028,,94,11/28/2018,Spouse,AMZN,"Amazon.com, Inc.",Purchase,"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2029,,95,12/06/2018,Spouse,AGN,Allergan plc,Sale (Full),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2030,,96,12/06/2018,Spouse,PRU,"Prudential Financial, Inc.",Sale (Full),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2031,,97,12/06/2018,Spouse,UTX,United Technologies Corporation,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2032,,98,12/06/2018,Spouse,SYF,Synchrony Financial,Sale (Full),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2033,,99,12/06/2018,Spouse,GS,"The Goldman Sachs Group, Inc.",Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2034,,100,12/06/2018,Spouse,C,Citigroup Inc.,Sale (Partial),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2035,,101,12/06/2018,Spouse,SPY,SPDR S&P 500 ETF,Purchase,"$100,001 - $250,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
2036,,102,12/06/2018,Spouse,LEN,Lennar Corporation,Sale (Full),"$1,001 - $15,000",20% Share in Brombach Family LP - Merrill Lynch,The Honorable Dean Heller (Former Senator),,
